id,design,varied,bottle,fill,pitch,approach,yaw,dx,dy,neck_mm,bottle_d_mm,liquid_mm,liquid_g,dive_target_mm,diverged,wall_s,sim_s,contacts_pads_bottle,contacts_blades_cap,contacts_pipette_bottle,contacts_pipette_clamp,contacts_rig_floor,contacts_pads_floor,contacts_pipette_floor,contacts_rig_bottle,table_hit_s,thread_released_s,thread_reengaged_s,slip_mm,tilt_in_hand_deg,track_worst,pad_height_mm,pad_planned_mm,lift_mm,cap_rise_mm,blade_contacts,cap_off_axis_mm,cap_to_seat_mm,tip_off_axis_mm,tip_height_mm,tip_submerged_mm,bottle_tilt_dive_deg,liquid_to_shoulder_mm,recap_lift_mm,cap_end_mm,placed_error_mm,placed_tilt_deg,placed_z_mm,ok_table,ok_grip,ok_lift,ok_uncap,ok_cap_away,ok_reach_liquid,ok_recap,ok_place,first_failure,success,blade_slip_turns,error
B-60ml-f0.50-p+6.9-side-y85-x-1.7-y+2.8,B,all,60,0.5,6.9,side,85,-1.7,2.8,25,40.0,29.473137609610237,28.356481481481474,21.973137609610234,False,65.63,28.4,48366,3513,0,0,0,0,0,49267,,,,111.95704585257022,88.66022068259633,9.521683890190994,44.8557194510007,44.1,99.8168757036834,-0.19205426451138208,3513,0.004957680286745937,125.46654806172536,35.33275023990419,40.87202456786078,9.329687629755654,42.151887161957255,17.482980616993395,,0.8827120161647725,136.6177530763292,90.00009496677045,20.075526677146247,True,True,False,False,False,False,False,False,lift,False,,
B-100ml-f0.80-p+1.3-side-y59-x+4.4-y-4.2,B,all,100,0.8,1.3,side,59,4.4,-4.2,28,47.4252440598675,54.761678256703064,76.3330187385719,31.950801368259466,False,33.76,28.4,48219,78380,0,0,0,0,0,0,,9.281999999999853,19.60049999999967,10.922016568672536,10.571134970140342,8.201140530098128,58.477775867479885,59.874954642185315,100.73779348963622,4.851226648376186,78380,79.06368590100237,1.3985424344288924,6.8077416901876555,46.36120222090313,11.978706147964008,5.641211949927052,19.351584284775274,0.12695126660194264,0.29021693674570614,6.630165995163136,0.260160087248567,0.0877036476408933,True,True,False,True,True,True,True,True,lift,False,0.07413175480624724,
B-60ml-f0.25-p+1.2-above-y237-x-4.1-y-4.7,B,all,60,0.25,1.2,above,237,-4.1,-4.7,25,40.0,14.736568804805119,14.178240740740737,7.236568804805119,False,34.69,28.4,42262,1761,0,0,0,0,0,37217,,,,102.09378421797416,89.3981740427228,9.561986372269098,42.792706717668885,44.1,97.81574626930627,1.8679464619472952,1761,0.5989935968912542,121.63988213277288,40.37170091778708,27.866848115953314,5.910538895480571,36.10094275902152,35.387151760565544,,0.45615862606330876,40.71691011909597,90.00016723164266,19.998932180799848,True,True,False,False,False,False,False,False,lift,False,,
B-60ml-f0.50-p-19.6-side-y192-x+3.7-y+5.8,B,all,60,0.5,-19.6,side,192,3.7,5.8,25,40.0,29.473137609610237,28.356481481481474,21.973137609610234,False,104.86,28.4,27292,0,1771,0,4118,8,0,0,0.0025,,,20.612628566818355,14.291940166090846,78.1660442039597,79.04214139692031,44.1,65.57398519626278,-0.19992820361067198,0,0.007404673793158939,174.77352852003025,23.84332801936491,61.73628290548351,-23.033764191714045,14.270212958451502,29.198684481765206,,0.20003609989966198,12.849819027407882,2.268016769326414,0.7070464639428455,False,False,False,False,False,False,False,False,table,False,,
B-50ml-f0.80-p+8.1-diagonal-y138-x-0.4-y-5.6,B,all,50,0.8,8.1,diagonal,138,-0.4,-5.6,25,37.64144115524114,44.7495330458836,37.6638148873315,42.703700374388454,False,35.67,28.4,114287,76971,0,0,0,0,0,64,,8.743999999999195,19.60049999999967,4.697443771963698,7.553442167094948,6.765407337311627,38.17699458496036,38.498422743697716,99.49437929018815,5.213938438482502,76971,85.53409778160062,0.20923613797386179,0.435675685391183,36.97184353640622,10.012874559259032,6.60711035971028,11.800064268205857,0.9653970286498509,1.0233111374988932,20.87298058494207,1.0541547140713217,0.30455668499990074,True,True,False,True,True,True,True,False,lift,False,0.23733558813798802,
B-100ml-f0.50-p-7.1-side-y216-x+5.8-y-6.0,B,all,100,0.5,-7.1,side,216,5.8,-6.0,28,47.4252440598675,34.22604891043942,47.70813671160743,11.415172021995819,False,51.68,28.4,56621,75951,0,0,0,0,0,0,,9.28799999999986,19.60049999999967,19.351805951182097,18.480112733479487,7.740448241021033,57.9181751302791,59.874954642185315,101.37655632498216,4.785664539365062,75951,74.88867398676007,1.0362532542794132,12.193387232818017,27.932546489170484,12.256972976861235,15.9817025516349,35.84129573329481,5.546652615316274,5.553201450053317,17.964159587724968,0.019315613943251576,-0.0023006532830731462,True,True,False,True,True,False,False,False,lift,False,-0.02312263166266035,
B-100ml-f0.25-p+18.3-above-y159-x-5.2-y-0.9,B,all,100,0.25,18.3,above,159,-5.2,-0.9,28,47.4252440598675,17.11302445521971,23.854068355803715,-5.697852433223887,False,26.27,28.4,53314,3085,5535,0,0,0,0,29798,,,,58.469136585520374,46.42067564658186,9.567735382536108,59.097998952382106,59.874954642185315,102.5089424272156,2.500885648695328,3085,0.3094537510716446,126.57393944076118,28.79695971860484,72.8983289203098,-23.972120973254754,38.92107038200684,41.71713294792195,,0.7427199268684326,147.24102080847567,90.00001753262255,24.09544165871173,True,True,False,False,False,False,False,False,lift,False,,
B-50ml-f0.80-p-12.2-side-y226-x-0.0-y+2.8,B,all,50,0.8,-12.2,side,226,-0.0,2.8,25,37.64144115524114,44.7495330458836,37.6638148873315,42.703700374388454,False,33.07,28.4,41050,0,591,0,3998,0,0,0,0.0025,,,7.038621966454485,6.998959150351489,40.51184678475947,61.68249814732982,38.498422743697716,77.20334856479103,-0.19376380204309818,0,0.007911673255308338,161.74400422799425,20.243785050571816,62.97504157945574,-13.344117265788991,7.542359376655898,11.520479206857605,,0.20009640436697662,22.169339228565136,0.5791671662079899,0.1594400169537621,False,False,False,False,False,False,False,False,table,False,,
B-60ml-f0.80-p+10.5-diagonal-y186-x-1.4-y+4.0,B,all,60,0.8,10.5,diagonal,186,-1.4,4.0,25,40.0,47.15702017537638,45.37037037037036,39.65702017537638,False,82.93,28.4,58184,3111,0,0,0,0,0,47666,,,,42.75163479761969,42.63023713505189,8.676282206134834,43.151810862183,44.1,100.0464542443312,0.5902810259884456,3111,0.3197710437423631,123.43954999570849,33.20932879447836,56.69277180341461,3.3522530901334835,34.82170303938662,3.572539513107662,,4.266468258292233,34.18320565483917,90.00003511297066,19.998839210150344,True,True,False,False,False,False,False,False,lift,False,,
B-60ml-f0.50-p-9.9-side-y219-x-4.9-y-5.6,B,all,60,0.5,-9.9,side,219,-4.9,-5.6,25,40.0,29.473137609610237,28.356481481481474,21.973137609610234,False,36.66,28.4,89395,483,7449,0,3977,0,0,0,0.0025,,,12.90070925414387,9.837017183729952,20.56128829188888,56.54259564882734,44.1,87.12309043516747,-0.20007084079284865,483,0.0037187226651797965,147.64586304715118,13.310652102803392,57.6259050955875,-25.544416292135885,0.4641420647260005,33.631044670630104,,0.20009336399171843,12.65952693433663,0.14003301874032495,0.03469018516739332,False,False,False,False,False,False,False,False,table,False,,
B-50ml-f0.25-p-15.0-above-y328-x+2.5-y+2.6,B,all,50,0.25,-15.0,above,328,2.5,2.6,25,37.64144115524114,13.984229076838627,11.769942152291096,11.93839640534348,False,14.06,28.4,3743,0,0,0,2846,0,0,43,0.9824999999999472,,,8.468446586588966,27.356910304043172,33.33324398931858,70.32202538699751,38.498422743697716,2.2904624132908853,-0.1880222038784518,0,0.006306456559182865,195.52991035645678,16.523628794523116,105.97772568034397,-88.80033662074067,9.400584051613663,41.726533218632355,,0.47201523728009576,24.141673150000862,90.00029625417528,18.819729314642874,False,False,False,False,False,False,False,False,table,False,,
B-50ml-f0.80-p+15.7-side-y67-x+3.1-y-1.0,B,all,50,0.8,15.7,side,67,3.1,-1.0,25,37.64144115524114,44.7495330458836,37.6638148873315,42.703700374388454,False,47.19,28.4,88611,76652,0,0,0,0,0,0,,8.606499999999027,19.60049999999967,6.482646561417103,10.72666843163279,8.807139696581222,38.49119141489367,38.498422743697716,99.15224026234553,5.377529123331337,76652,80.56965253619732,0.7008652957851398,3.9969519512969462,36.658833356413496,9.56286046898261,10.27515455830401,10.696007293784861,1.929940387988204,1.9344429961098726,6.646241728664761,0.9244194697122436,0.24042327850151093,True,True,False,True,True,True,False,True,lift,False,0.09520315155016441,
B-100ml-f0.80-p-8.9-above-y143-x+5.1-y-4.4,B,all,100,0.8,-8.9,above,143,5.1,-4.4,28,47.4252440598675,54.761678256703064,76.3330187385719,31.950801368259466,False,28.32,28.4,50174,78356,0,0,1254,0,0,0,1.5874999999998807,9.278499999999848,19.60049999999967,13.808237533203505,13.202494468558475,9.567695320659375,58.9728040720531,59.874954642185315,100.5702487483225,4.928950405195934,78356,76.41882725406367,0.6880805957209424,7.634163119431699,47.94079629843901,11.568420488346998,16.73094534363662,14.999383119128726,4.123640011587851,4.124749387384453,12.60941987237973,0.8391710352074315,0.3105342273149382,False,True,False,True,True,True,False,False,table,False,0.08081447444540533,
B-50ml-f0.80-p+14.6-side-y2-x-3.7-y-4.7,B,all,50,0.8,14.6,side,2,-3.7,-4.7,25,37.64144115524114,44.7495330458836,37.6638148873315,42.703700374388454,False,31.38,28.4,94595,70443,0,0,0,0,0,17389,,8.794499999999257,19.60049999999967,49.2654678492105,43.71897638816207,9.561875198458997,36.9121283438818,38.498422743697716,100.75252398654713,5.172546449738135,70443,87.90963418077531,0.9016176112519974,0.8677868675832283,36.07554352641578,10.897897076396685,14.341705971055761,9.441217160572217,17.252703011146757,17.25620635891357,38.26480086593691,1.4559850718322394,0.41824813285373064,True,True,False,True,True,True,False,False,lift,False,0.03204754485743845,
B-100ml-f0.50-p-10.5-diagonal-y162-x+0.1-y+3.7,B,all,100,0.5,-10.5,diagonal,162,0.1,3.7,28,47.4252440598675,34.22604891043942,47.70813671160743,11.415172021995819,False,56.01,28.4,50834,68892,0,0,1800,0,0,0,1.3924999999999021,8.120999999998434,,32.79650378442533,26.534099247704614,6.763365265854151,62.08455025952025,59.874954642185315,96.96817265293892,6.93279452526252,68892,76.99162451093035,2.3932659943979866,7.8931089303925175,31.5647951903655,7.580146326926246,15.972734445023645,35.84494770650522,,13.574514141118215,11.247849043345864,1.6232636093236381,0.5934584832924856,False,True,False,True,True,True,False,False,table,False,0.21953657874472302,
B-60ml-f0.80-p+15.2-above-y210-x-1.7-y+0.8,B,all,60,0.8,15.2,above,210,-1.7,0.8,25,40.0,47.15702017537638,45.37037037037036,39.65702017537638,False,50.66,28.4,58457,2711,0,0,0,0,0,79493,,,,42.92652728559297,46.348644396176866,9.56773468981801,43.80815169382655,44.1,99.26408348638255,1.051629807139437,2711,0.5732927539865379,122.99163582120491,33.16763322985352,54.12761147212433,5.855529241498624,38.02018573291556,2.0196232814473167,,0.33780680432365706,39.84787902890965,90.00010484968084,19.99890359460558,True,True,False,False,False,False,False,False,lift,False,,
