id,design,varied,bottle,fill,pitch,approach,yaw,dx,dy,neck_mm,bottle_d_mm,liquid_mm,liquid_g,dive_target_mm,diverged,wall_s,sim_s,contacts_pads_bottle,contacts_blades_cap,contacts_pipette_bottle,contacts_pipette_clamp,contacts_rig_floor,contacts_pads_floor,contacts_pipette_floor,contacts_rig_bottle,contacts_clamp_rig,contacts_clamp_pads,contacts_pipette_rig,table_hit_s,thread_released_s,thread_reengaged_s,slip_mm,tilt_in_hand_deg,track_worst,pad_height_mm,pad_planned_mm,lift_mm,cap_rise_mm,blade_contacts,cap_off_axis_mm,cap_to_seat_mm,tip_off_axis_mm,tip_height_mm,tip_submerged_mm,bottle_tilt_dive_deg,liquid_to_shoulder_mm,recap_lift_mm,cap_end_mm,placed_error_mm,placed_tilt_deg,placed_z_mm,ok_table,ok_rig_clear,ok_grip,ok_lift,ok_uncap,ok_cap_away,ok_reach_liquid,ok_recap,ok_place,first_failure,success,blade_slip_turns,seated,seat_torque_Nm,seat_extra_turns,seat_hold_s,error
A-30ml-f0.25-p+0.0-above-y0-x+0.0-y+3.0,A,dy,30,0.25,0,above,0,0,3,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,69.11,28.4,437145,61261,88755,2360,0,0,0,0,0,0,0,,8.313499999998669,,6.4457077023853895,1.4074344723590075,9.807924121522275,40.22416262175068,40.60154996848948,99.23440994136031,4.206991911904525,61261,84.72217950849048,3.3965943169256136,2.999541276763047,38.22774387019654,-24.174578493578984,1.0665811488081738,37.51896023292689,,164.35516359818018,18.571670001573228,14.028276777238043,103.58637136452874,True,True,True,False,True,True,False,False,False,lift,False,0.01514139037103278,False,,,0.0,
A-30ml-f0.50-p-20.0-above-y0-x+0.0-y+0.0,A,pitch,30,0.5,-20,above,0,0,0,20,31.74802103936399,24.22512009302666,13.950680844635034,32.70782143949743,False,76.17,28.4,308645,12412,18257,0,1655,0,0,0,0,0,0,1.4899999999998914,,,12.213573727355469,12.475954222444729,9.809517000897605,42.83257294660512,40.60154996848948,97.83108546043503,-0.035243825474332025,12412,1.0263239870009617,128.21303848868894,1.8783702047932345,40.38273355306371,-13.678106392382372,16.759110319354484,21.440063157492332,,3.473501787196481,13.178259582566561,29.518019272956785,104.55828964071782,False,True,True,False,False,False,False,False,False,table,False,,False,,,0.0,
A-30ml-f0.25-p+0.0-above-y0-x-3.0-y+0.0,A,dx,30,0.25,0,above,0,-3,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,77.21,28.4,385571,67769,74117,2350,0,0,0,42907,0,0,0,,7.909999999998336,,7.245933320226205,2.75765325009192,9.797864256822018,40.24220410214416,40.60154996848948,99.28849213611323,6.1893820869265355,67769,88.28005412946116,1.0333277743114329,2.3776121352598905,30.299809378260722,-16.209315908674874,1.2810526529012012,37.46638666038126,,237.09613570998758,13.976231161964524,0.9648864738981837,0.22928637032397584,True,True,True,False,True,True,False,False,False,lift,False,0.08656150236469776,False,,,0.0,
A-30ml-f0.25-p+0.0-diagonal-y0-x+0.0-y+0.0,A,approach,30,0.25,0,diagonal,0,0,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,77.46,28.4,502681,28201,26329,0,0,0,0,0,0,0,0,,9.41100000000001,,6.808689199513057,5.992697006992567,7.006027335081068,40.36601158241657,40.60154996848948,99.09052397726957,0.4342638423709619,28201,78.26239069223945,7.279911077360007,11.665329085489235,51.132854420143815,-37.294192366461935,2.2978173859463045,37.217001458364386,,19.55238902335711,69.7318689912252,2.5728526481208758,70.44650815696991,True,True,True,False,True,False,False,False,False,lift,False,0.6234702993945769,False,,,0.0,
A-30ml-f0.25-p+0.0-above-y0-x+0.0-y+6.0,A,dy,30,0.25,0,above,0,0,6,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,79.17,28.4,459874,7780,104173,2346,0,0,0,0,0,0,0,,9.356999999999944,,6.790036086907979,2.2516977076319207,9.808187140892217,40.19000967307735,40.60154996848948,99.35157087293543,3.394822196777135,7780,0.5028001915821314,122.2209881031876,12.133774396197591,45.294828378154286,-31.657230690320837,2.404210792392962,37.19088818238114,,6.846586600717662,5.960836155193351,1.620391254052196,99.83788208977575,True,True,True,False,True,False,False,False,False,lift,False,-0.13495878745473747,False,,,0.0,
A-30ml-f0.25-p+0.0-above-y0-x+0.0-y-3.0,A,dy,30,0.25,0,above,0,0,-3,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,86.69,28.4,452196,13636,16974,0,0,0,0,0,0,0,0,,,,11.948193851851704,5.032802126784272,9.808196319770541,40.487111063578126,40.60154996848948,98.82586737922591,-1.5455648976821639,13636,1.2444805207505218,128.13433742867332,12.523681068426814,48.51228875012753,-34.68814473783474,2.216829558744146,37.23687655228883,,0.8873506612732062,12.305555740548714,2.5040402577118783,99.24456520822524,True,True,True,False,False,False,False,False,False,lift,False,,False,,,0.0,
A-30ml-f0.25-p-20.0-above-y0-x+0.0-y+0.0,A,pitch,30,0.25,-20,above,0,0,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,86.7,28.4,287877,9530,16321,0,1619,0,0,22095,0,0,0,1.4899999999998914,,,14.49766286564481,12.888211569350965,9.807594369155126,42.80269468343978,40.60154996848948,97.54879901399568,-0.09368585317885703,9530,0.7896378565039434,128.3968996716006,12.232467759860029,52.83276365300494,-35.987221625995794,17.397493400596375,33.38143517398828,,4.808497082213681,16.954477310715877,13.130356338435941,100.01290772793726,False,True,True,False,False,False,False,False,False,table,False,,False,,,0.0,
A-30ml-f0.25-p+10.0-above-y0-x+0.0-y+0.0,A,pitch,30,0.25,10,above,0,0,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,87.22,28.4,393961,9440,45447,1,0,0,0,1320,0,0,0,,,,8.450629705857663,9.425308186924246,9.807930678612637,40.10285690717765,40.60154996848948,99.62722990262628,-3.5689456672184097,9440,1.715514350417192,127.91529859156267,5.938490690847658,11.044270852263361,3.0515617901120256,6.873086877410868,36.08811120929405,,2.6523638670642042,19.945622944621885,11.462430453388016,100.69102574164782,True,True,True,False,False,False,False,False,False,lift,False,,False,,,0.0,
A-30ml-f0.25-p-10.0-above-y0-x+0.0-y+0.0,A,pitch,30,0.25,-10,above,0,0,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,89.07,28.4,347491,11645,34538,0,0,0,0,0,0,0,0,,20.51499999999754,,12.44142991517514,18.034997262189968,9.808003175939223,40.14440347762342,40.60154996848948,98.97843401459082,0.8121828972157061,11645,2.5002712149441733,126.8162888565254,5.994658507726602,11.42250894193508,3.8454404598326777,15.312212939886688,33.936466138952966,,4.7085297735897855,12.181353891775585,7.640150191989435,99.76418721451061,True,True,True,False,False,False,False,False,False,lift,False,1.3907287450026897,False,,,0.0,
A-30ml-f0.25-p+0.0-above-y0-x+6.0-y+0.0,A,dx,30,0.25,0,above,0,6,0,20,31.74802103936399,12.11256004651333,6.975340422317517,21.48270134647077,False,91.15,28.4,548860,44470,11354,0,0,0,0,0,0,0,0,,7.750999999998424,,12.452179644895407,7.916564074696919,9.808263431831964,40.274229652469046,40.60154996848948,99.35547881035102,4.465845740748368,44470,94.73440280852387,3.2805281418024745,11.792051434977894,41.94954785289751,-29.100148187689538,7.149374204224107,36.01938910690592,,2.3171553843520103,12.506944227827365,3.632058947191591,99.84543443149587,True,True,True,False,True,True,False,False,False,lift,False,0.14274620148626824,False,,,0.0,
