id,design,varied,bottle,fill,pitch,approach,yaw,dx,dy,neck_mm,bottle_d_mm,liquid_mm,liquid_g,dive_target_mm,diverged,wall_s,sim_s,contacts_pads_bottle,contacts_blades_cap,contacts_pipette_bottle,contacts_pipette_clamp,contacts_rig_floor,contacts_pads_floor,contacts_pipette_floor,contacts_rig_bottle,contacts_clamp_rig,contacts_clamp_pads,contacts_pipette_rig,table_hit_s,thread_released_s,thread_reengaged_s,slip_mm,tilt_in_hand_deg,track_worst,pad_height_mm,pad_planned_mm,lift_mm,cap_rise_mm,blade_contacts,cap_off_axis_mm,cap_to_seat_mm,tip_off_axis_mm,tip_height_mm,tip_submerged_mm,bottle_tilt_dive_deg,liquid_to_shoulder_mm,recap_lift_mm,cap_end_mm,placed_error_mm,placed_tilt_deg,placed_z_mm,ok_table,ok_rig_clear,ok_grip,ok_lift,ok_uncap,ok_cap_away,ok_reach_liquid,ok_recap,ok_place,first_failure,success,blade_slip_turns,seated,seat_torque_Nm,seat_extra_turns,seat_hold_s,error
A-10ml-f0.25-p+0.0-above-y0-x-3.0-y+0.0,A,dx,10,0.25,0,above,0,-3,0,18,22.01284832596418,9.071233030783917,2.240207798703662,42.75528824620785,False,19.06,28.4,1732,0,0,0,6019,0,0,11020,0,0,1598,1.2099999999999222,,,56.74885432487844,86.31938722470294,15.38824737066719,19.9456641928253,4.720514774164915,53.381504742986834,-0.028918524273516266,0,0.003512069086076653,227.46432026361364,112.00079022584663,33.67466494416252,-106.95232330302358,90.00209547615592,256117.9515725559,,0.07741867457140197,44.47713638149177,90.00209291879068,11.005846844611714,False,False,False,False,False,False,False,False,False,table,False,,False,,,0.0,
A-10ml-f0.25-p+0.0-above-y0-x-6.0-y+0.0,A,dx,10,0.25,0,above,0,-6,0,18,22.01284832596418,9.071233030783917,2.240207798703662,42.75528824620785,False,30.17,28.4,520,0,0,0,6027,0,0,51234,0,0,3119,1.2099999999999222,,,62.10031963625013,89.69519100090497,15.327349442567542,20.161245529720556,4.720514774164915,57.57479953908338,-0.19925631590780868,0,0.007177629225401351,142.893810269189,37.084287685862336,59.293478727527855,-48.451279513880074,0.6073943784716913,22.430329469605553,,0.08616023748996202,64.87762773955279,90.00209850269592,11.005851618945137,False,False,False,False,False,False,False,False,False,table,False,,False,,,0.0,
A-10ml-f0.25-p+0.0-above-y180-x+0.0-y+0.0,A,yaw,10,0.25,0,above,180,0,0,18,22.01284832596418,9.071233030783917,2.240207798703662,42.75528824620785,False,40.26,28.4,233037,0,7884,0,6027,0,0,0,0,0,0,1.2099999999999222,,,0.2680013302879899,0.7701559016849442,15.339441363966571,19.956782796987987,4.720514774164915,83.96984164967012,-0.19877434308056274,0,0.007110406240574279,138.41062375633643,0.060393708111211836,20.82667359652127,-10.379315761850846,0.4757344635308992,22.451853908369966,,0.19983918322294242,0.13289914745043804,0.08999426987136466,0.0071439311647794775,False,True,False,False,False,False,False,False,True,table,False,,False,,,0.0,
A-10ml-f0.25-p+0.0-above-y0-x+0.0-y+3.0,A,dy,10,0.25,0,above,0,0,3,18,22.01284832596418,9.071233030783917,2.240207798703662,42.75528824620785,False,41.87,28.4,201505,0,5583,0,6027,0,0,0,0,0,0,1.2099999999999222,,,0.2196120488290125,0.5956862655968999,15.334693227984392,19.978135775151582,4.720514774164915,83.95826820708423,-0.19845987763760647,0,0.007233800314722198,138.35300708833952,0.16387872133171769,20.845019513379988,-10.394943350711324,0.7747644880711207,22.402965401226776,,0.19658487458097162,2.9993457381847297,1.7949563004511183e-05,-0.0016072868837144197,False,True,False,False,False,False,False,False,True,table,False,,False,,,0.0,
A-10ml-f0.25-p-10.0-above-y0-x+0.0-y+0.0,A,pitch,10,0.25,-10,above,0,0,0,18,22.01284832596418,9.071233030783917,2.240207798703662,42.75528824620785,False,43.14,28.4,40954,0,0,0,1723,0,0,0,0,0,1598,0.9099999999999552,,,1.5687757438124337,8.47229334988965,58.16378135152674,43.80160077571148,4.720514774164915,0.7760811856082106,-0.20004821006491813,0,0.003385119335640603,204.13478683702482,0.9100910363750033,117.7118694820944,-107.26682912255124,0.312768382142249,22.478495327345435,,0.09312807090664381,84.27064167478775,90.00391623077913,11.142312148764761,False,False,False,False,False,False,False,False,False,table,False,,False,,,0.0,
A-10ml-f0.25-p+0.0-above-y90-x+0.0-y+0.0,A,yaw,10,0.25,0,above,90,0,0,18,22.01284832596418,9.071233030783917,2.240207798703662,42.75528824620785,False,44.53,28.4,232996,0,7848,0,6027,0,0,0,0,0,0,1.2099999999999222,,,0.26592402437541307,0.7874991281662407,15.33883264954862,19.95674268598244,4.720514774164915,83.96992160431151,-0.1999586847148821,0,0.006578911571724771,138.41097308663947,0.05978473437324464,20.81426960823805,-10.366937954414137,0.47018493022788893,22.45276115492809,,0.1998674379227116,0.1467784927833937,0.10471955508144147,0.009547745389274881,False,True,False,False,False,False,False,False,True,table,False,,False,,,0.0,
A-10ml-f0.25-p-20.0-above-y0-x+0.0-y+0.0,A,pitch,10,0.25,-20,above,0,0,0,18,22.01284832596418,9.071233030783917,2.240207798703662,42.75528824620785,False,44.97,28.4,0,0,0,0,3699,0,0,0,0,0,1598,0.6499999999999838,,,0.8024797388117573,0.005053634276955448,64.82793034689466,69.60009422206096,4.720514774164915,-0.0016072869046784757,-0.2001005323612401,0,1.4823624923550833e-07,199.07615501009704,4.524036129747985,117.16231435731639,-106.71527710500779,1.5177012312529227e-05,22.52962174422587,,0.20010053236129335,1.244759665422047e-07,1.4463842815886967e-05,-0.0016072869047734238,False,False,False,False,False,False,False,False,True,table,False,,False,,,0.0,
A-10ml-f0.25-p+0.0-side-y0-x+0.0-y+0.0,A,approach,10,0.25,0,side,0,0,0,18,22.01284832596418,9.071233030783917,2.240207798703662,42.75528824620785,False,45.46,28.4,155012,0,6287,0,6389,0,0,0,0,0,0,0.0025,,,0.6086441125824451,1.5750912406155164,99.95815753629411,19.655800231822475,4.720514774164915,84.56964151574809,-0.19400762285956552,0,0.007529754819321644,148.12758833580014,15.096610670606779,23.634943060391652,-12.827678787206253,1.3563641621759752,22.307857328817924,,0.20013515574309848,15.325749140703996,1.5032236230862699e-05,-0.0016072763680410312,False,True,False,False,False,False,False,False,False,table,False,,False,,,0.0,
A-10ml-f0.25-p+0.0-above-y270-x+0.0-y+0.0,A,yaw,10,0.25,0,above,270,0,0,18,22.01284832596418,9.071233030783917,2.240207798703662,42.75528824620785,False,46.16,28.4,233030,0,7862,0,6027,0,0,0,0,0,0,1.2099999999999222,,,0.2565689211600028,0.7833448307273486,15.338891592053015,19.956778802509458,4.720514774164915,83.96985681143691,-0.1992572198522488,0,0.007101734189232102,138.40936001483792,0.060102756167064175,20.82780559234589,-10.380432371630791,0.4799111195552837,22.451171101018144,,0.20010152322778954,0.12411187061898334,1.493493918113918e-05,-0.001607286901443547,False,True,False,False,False,False,False,False,True,table,False,,False,,,0.0,
A-10ml-f0.25-p-5.0-above-y0-x+0.0-y+0.0,A,pitch,10,0.25,-5,above,0,0,0,18,22.01284832596418,9.071233030783917,2.240207798703662,42.75528824620785,False,50.34,28.4,233043,0,8306,0,2743,0,0,0,0,0,0,1.0499999999999399,,,0.16258951805123772,0.15319190760254803,25.954988367791884,30.609509116707496,4.720514774164915,73.31022534134445,-0.19912709727433475,0,0.007186280833224732,146.89775140440628,0.8982838131288432,31.665700679752337,-21.236573110718762,1.8420372902104947,22.228401761548536,,0.19873947047806714,0.0211660315975345,1.4959322771548181e-05,-0.001607236135623186,False,True,False,False,False,False,False,False,True,table,False,,False,,,0.0,
